,Material,AtomicMass,AtomicNumber,FirstIonizationEnergy,CovalentRadius,ElectronAffinity,FusionHeat,Period,Valence,VaporizationHeat
7948,7948,56.88208203,24.62,1011.529429,115.4742857,110.3406,3.832285714,3.408571429,2.265714286,153.8314286
7949,7949,56.69545349,24.55142857,1011.551357,115.4257143,110.1825643,3.841285714,3.405,2.262142857,152.9478571
7950,7950,56.65535487,24.53714286,1011.550714,115.4114286,110.1473,3.845428571,3.404285714,2.261428571,152.8157143
7951,7951,56.61525625,24.52285714,1011.550071,115.3971429,110.1120357,3.849571429,3.403571429,2.260714286,152.6835714
7952,7952,56.44249229,24.45714286,1011.597143,115.3714286,109.9722857,3.846857143,3.4,2.257142857,151.5771429
7953,7953,56.24050409,24.39142857,1011.519143,115.2457143,109.7763714,3.898571429,3.397142857,2.254285714,151.7171429
7954,7954,56.25586375,24.38857143,1011.619071,115.3228571,109.81425,3.855857143,3.396428571,2.253571429,150.6935714
7955,7955,56.21576513,24.37428571,1011.618429,115.3085714,109.7789857,3.86,3.395714286,2.252857143,150.5614286
7956,7956,56.29596237,24.40285714,1011.619714,115.3371429,109.8495143,3.851714286,3.397142857,2.254285714,150.8257143
7957,7957,56.29661737,24.40321429,1011.677143,115.3335714,109.8072286,3.849660714,3.397142857,2.254285714,150.7610714
7958,7958,56.29727237,24.40357143,1011.734571,115.33,109.7649429,3.847607143,3.397142857,2.254285714,150.6964286
7959,7959,56.29779637,24.40385714,1011.780514,115.3271429,109.7311143,3.845964286,3.397142857,2.254285714,150.6447143
7960,7960,56.29858237,24.40428571,1011.849429,115.3228571,109.6803714,3.8435,3.397142857,2.254285714,150.5671429
7961,7961,56.29989237,24.405,1011.964286,115.3157143,109.5958,3.839392857,3.397142857,2.254285714,150.4378571
7962,7962,59.2244,25.6,1005.866667,110.2666667,103.9753333,4.9544,3.333333333,2.4,91.752
7963,7963,76.633,31.90909091,982.4,113.4545455,93.7,3.530181818,3.636363636,2.181818182,84.58727273
7964,7964,76.633,31.90909091,982.4,113.4545455,93.7,3.530181818,3.636363636,2.181818182,84.58727273
7965,7965,76.633,31.90909091,982.4,113.4545455,93.7,3.530181818,3.636363636,2.181818182,84.58727273
7966,7966,76.633,31.90909091,982.4,113.4545455,93.7,3.530181818,3.636363636,2.181818182,84.58727273
7967,7967,108.32375,45,696.9125,153.25,55.80875,7.42025,4.75,2.25,171.05125
7968,7968,49.72510667,22.07166667,1007.817333,111.6833333,110.0146667,5.40965,3.266666667,2.066666667,124.9136667
7969,7969,97.046275,41,737.0375,149,71.57875,9.09525,4.5,2.75,169.05125
7970,7970,41.01112955,18.71818182,1012.6175,109.3068182,105.3933864,4.991272727,3.084090909,2,103.7213636
7971,7971,40.90358636,18.66363636,1013.625909,109.0681818,105.3772273,4.992363636,3.077272727,2,103.5372727
7972,7972,40.6885,18.55454545,1015.642727,108.5909091,105.3449091,4.994545455,3.063636364,2,103.1690909
7973,7973,40.40888773,18.41272727,1018.264591,107.9704545,105.3028955,4.997381818,3.045909091,2,102.6904545
7974,7974,41.11867273,18.77272727,1011.609091,109.5454545,105.4095455,4.990181818,3.090909091,2,103.9054545
7975,7975,42.57624815,19.40740741,1021.974074,108.962963,107.5822222,5.064074074,3.111111111,2.074074074,117.0055556
7976,7976,99.16124,41.93333333,702.1466667,153.1333333,63.03333333,9.314133333,4.6,2.733333333,182.494
7977,7977,99.150972,41.92933333,702.1654667,153.1333333,62.8964,9.315066667,4.6,2.734666667,182.5566667
7978,7978,99.140704,41.92533333,702.1842667,153.1333333,62.75946667,9.316,4.6,2.736,182.6193333
7979,7979,99.13557,41.92333333,702.1936667,153.1333333,62.691,9.316466667,4.6,2.736666667,182.6506667
7980,7980,56.80188479,24.59142857,1011.528143,115.4457143,110.2700714,3.840571429,3.407142857,2.264285714,153.5671429
7981,7981,56.7949525,24.59,1011.515571,115.4342857,110.2609286,3.846428571,3.407142857,2.264285714,153.6785714
7982,7982,56.78802021,24.58857143,1011.503,115.4228571,110.2517857,3.852285714,3.407142857,2.264285714,153.79
7983,7983,59.2244,25.6,1005.866667,110.2666667,103.9753333,4.9544,3.333333333,2.4,91.752
7984,7984,59.2244,25.6,1005.866667,110.2666667,103.9753333,4.9544,3.333333333,2.4,91.752
7985,7985,56.73555211,24.56571429,1011.552,115.44,110.2178286,3.837142857,3.405714286,2.262857143,153.08
7986,7986,56.29596237,24.40285714,1011.619714,115.3371429,109.8495143,3.851714286,3.397142857,2.254285714,150.8257143
7987,7987,59.2244,25.6,1005.866667,110.2666667,103.9753333,4.9544,3.333333333,2.4,91.752
7988,7988,59.9079899,25.866,1006.230667,110.4626667,104.3565533,4.99444,3.347333333,2.414,94.902
7989,7989,59.9079899,25.866,1006.230667,110.4626667,104.3565533,4.99444,3.347333333,2.414,94.902
7990,7990,60.1358532,25.95466667,1006.352,110.528,104.4836267,5.007786667,3.352,2.418666667,95.952
7991,7991,60.1358532,25.95466667,1006.352,110.528,104.4836267,5.007786667,3.352,2.418666667,95.952
7992,7992,60.6241317,26.14466667,1006.612,110.668,104.7559267,5.036386667,3.362,2.428666667,98.202
7993,7993,91.17536214,38.71428571,725.7357143,155.5714286,81.87142857,9.953142857,4.571428571,2.142857143,227.2728571
7994,7994,91.03873357,38.64285714,732.1642857,155.5714286,81.87142857,8.931714286,4.571428571,2.142857143,209.0585714
7995,7995,90.74446286,38.57142857,731.1642857,155.7857143,81.87142857,9.581714286,4.571428571,2.142857143,215.4871429
7996,7996,90.624805,38.5,730.5928571,155.7142857,81.87142857,9.803142857,4.571428571,2.142857143,217.9871429
7997,7997,90.45847071,38.42857143,730.0928571,155.9285714,81.87142857,9.596,4.571428571,2.142857143,216.5585714
7998,7998,85.02815143,36.42857143,733.05,155.7857143,80.41428571,9.196,4.5,2.142857143,224.7728571
7999,7999,90.28487643,38.35714286,729.5928571,155.9285714,81.87142857,9.174571429,4.571428571,2.142857143,217.63
8000,8000,89.90987643,38.21428571,731.5357143,156.2142857,81.87142857,9.096,4.571428571,2.142857143,219.4157143
8001,8001,89.532305,38.14285714,728.1571429,156.3571429,81.87142857,9.046,4.571428571,2.142857143,210.13
8002,8002,89.41773357,38.07142857,727.6714286,156.3571429,81.87142857,8.988857143,4.571428571,2.142857143,210.13
8003,8003,88.98073357,37.92857143,727.0571429,156.5714286,81.87142857,8.888857143,4.571428571,2.142857143,217.9871429
8004,8004,88.74256571,37.85714286,726.7071429,156.7142857,81.87142857,8.874571429,4.571428571,2.214285714,221.2014286
8005,8005,51.43648043,22.69450889,1001.947641,113.9505027,107.4887858,5.277529776,3.314771848,2.07733952,122.4772854
8006,8006,51.49137909,22.71727343,1001.465608,114.024787,107.4368706,5.285361735,3.316808675,2.077459334,122.6617428
8007,8007,51.40909474,22.68315301,1002.188099,113.9134467,107.5146832,5.273622875,3.313755796,2.077279753,122.3852705
8008,8008,51.60168827,22.76301476,1000.497047,114.1740482,107.3325563,5.301098679,3.320901321,2.077700078,123.0323776
8009,8009,51.51889225,22.72868217,1001.224031,114.0620155,107.4108527,5.289286822,3.317829457,2.07751938,122.754186
8010,8010,49.43674182,21.96604938,1004.461883,113.0679012,107.2222222,5.26582716,3.273148148,2.077160494,122.0859259
8011,8011,47.47046703,21.25115562,1006.728659,112.2249615,106.9306626,5.25805547,3.232665639,2.077041602,121.7875039
8012,8012,47.51903349,21.27160494,1006.255864,112.2962963,106.8780864,5.26582716,3.234567901,2.077160494,121.9701852
8013,8013,47.91302891,21.4375,1002.420312,112.875,106.4515625,5.328875,3.25,2.078125,123.4521875
8014,8014,48.20235231,21.55932203,999.6037446,113.2999606,106.1383524,5.375173039,3.261332282,2.078833268,124.5404691
8015,8015,46.6785402,20.97443842,1005.967932,112.0883036,106.5731991,5.285361735,3.219984508,2.077459334,122.3712703
8016,8016,46.60741391,20.94435858,1006.679985,111.9814529,106.6530139,5.273622875,3.217156105,2.077279753,122.0954714
8017,8017,70.80525,31.28571429,748.3214286,150.2857143,77.18857143,9.560285714,4.214285714,2.142857143,222.7014286
8018,8018,70.80525,31.28571429,748.3214286,150.2857143,77.18857143,9.560285714,4.214285714,2.142857143,222.7014286
8019,8019,70.80525,31.28571429,748.3214286,150.2857143,77.18857143,9.560285714,4.214285714,2.142857143,222.7014286
8020,8020,56.91871451,24.63357143,1011.523786,115.4828571,110.3712929,3.831071429,3.409285714,2.266428571,154.0192857
8021,8021,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
8022,8022,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
8023,8023,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
8024,8024,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
8025,8025,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
8026,8026,56.62565468,24.525,1011.568929,115.4142857,110.12575,3.840785714,3.403571429,2.260714286,152.5164286
8027,8027,56.62565468,24.525,1011.568929,115.4142857,110.12575,3.840785714,3.403571429,2.260714286,152.5164286
8028,8028,68.89743155,29.17272727,1011.51,110.4727273,105.5597273,4.732909091,3.463636364,2.554545455,85.52363636
8029,8029,69.36366309,29.34545455,1011.438182,110.5818182,105.9503636,4.717454545,3.472727273,2.563636364,87.91454545
8030,8030,69.82989464,29.51818182,1011.366364,110.6909091,106.341,4.702,3.481818182,2.572727273,90.30545455
8031,8031,70.29612618,29.69090909,1011.294545,110.8,106.7316364,4.686545455,3.490909091,2.581818182,92.69636364
8032,8032,70.76235773,29.86363636,1011.222727,110.9090909,107.1222727,4.671090909,3.5,2.590909091,95.08727273
8033,8033,71.22858927,30.03636364,1011.150909,111.0181818,107.5129091,4.655636364,3.509090909,2.6,97.47818182
8034,8034,71.69482082,30.20909091,1011.079091,111.1272727,107.9035455,4.640181818,3.518181818,2.609090909,99.86909091
8035,8035,58.32331538,25.15384615,989.6153846,113.6153846,97.94384615,4.345692308,3.384615385,2.076923077,94.14384615
8036,8036,58.32331538,25.15384615,989.6153846,113.6153846,97.94384615,4.345692308,3.384615385,2.076923077,94.14384615
8037,8037,61.5342,26.5,997.4166667,116.5,92.75583333,4.530166667,3.5,2,92.88833333
8038,8038,56.36922733,24.43,1011.608429,115.3542857,109.9109,3.849285714,3.398571429,2.255714286,151.2014286
8039,8039,56.29596237,24.40285714,1011.619714,115.3371429,109.8495143,3.851714286,3.397142857,2.254285714,150.8257143
8040,8040,56.22269741,24.37571429,1011.631,115.32,109.7881286,3.854142857,3.395714286,2.252857143,150.45
8041,8041,56.14943246,24.34857143,1011.642286,115.3028571,109.7267429,3.856571429,3.394285714,2.251428571,150.0742857
8042,8042,56.00290254,24.29428571,1011.664857,115.2685714,109.6039714,3.861428571,3.391428571,2.248571429,149.3228571
8043,8043,56.5903322,24.51214286,1011.689429,115.3985714,110.0104857,3.837892857,3.402857143,2.26,152.1992857
8044,8044,56.51706724,24.485,1011.700714,115.3814286,109.9491,3.840321429,3.401428571,2.258571429,151.8235714
8045,8045,56.44380229,24.45785714,1011.712,115.3642857,109.8877143,3.84275,3.4,2.257142857,151.4478571
8046,8046,56.37053733,24.43071429,1011.723286,115.3471429,109.8263286,3.845178571,3.398571429,2.255714286,151.0721429
8047,8047,56.29727237,24.40357143,1011.734571,115.33,109.7649429,3.847607143,3.397142857,2.254285714,150.6964286
8048,8048,56.22400741,24.37642857,1011.745857,115.3128571,109.7035571,3.850035714,3.395714286,2.252857143,150.3207143
8049,8049,56.15074246,24.34928571,1011.757143,115.2957143,109.6421714,3.852464286,3.394285714,2.251428571,149.945
8050,8050,56.66490716,24.54,1011.793,115.4085714,109.9873,3.831357143,3.404285714,2.261428571,152.4457143
8051,8051,56.5916422,24.51285714,1011.804286,115.3914286,109.9259143,3.833785714,3.402857143,2.26,152.07
8052,8052,56.55500972,24.49928571,1011.809929,115.3828571,109.8952214,3.835,3.402142857,2.259285714,151.8821429
8053,8053,56.51837724,24.48571429,1011.815571,115.3742857,109.8645286,3.836214286,3.401428571,2.258571429,151.6942857
8054,8054,56.48174476,24.47214286,1011.821214,115.3657143,109.8338357,3.837428571,3.400714286,2.257857143,151.5064286
8055,8055,56.44511229,24.45857143,1011.826857,115.3571429,109.8031429,3.838642857,3.4,2.257142857,151.3185714
8056,8056,56.37184733,24.43142857,1011.838143,115.34,109.7417571,3.841071429,3.398571429,2.255714286,150.9428571
8057,8057,56.29858237,24.40428571,1011.849429,115.3228571,109.6803714,3.8435,3.397142857,2.254285714,150.5671429
8058,8058,56.86742538,24.70769231,1000.14,113.8307692,109.2384615,5.704153846,3.384615385,2.092307692,115.2207692
8059,8059,56.37826769,24.52307692,1000.172308,113.7807692,109.0552692,5.660461538,3.376923077,2.088461538,114.7207692
8060,8060,55.88911,24.33846154,1000.204615,113.7307692,108.8720769,5.616769231,3.369230769,2.084615385,114.2207692
8061,8061,54.91079462,23.96923077,1000.269231,113.6307692,108.5056923,5.529384615,3.353846154,2.076923077,113.2207692
8062,8062,53.93247923,23.6,1000.333846,113.5307692,108.1393077,5.442,3.338461538,2.069230769,112.2207692
8063,8063,57.07012808,24.77692308,1000.558462,113.7230769,109.2384615,5.804153846,3.384615385,2.084615385,114.8746154
8064,8064,56.58097038,24.59230769,1000.590769,113.6730769,109.0552692,5.760461538,3.376923077,2.080769231,114.3746154
8065,8065,56.09181269,24.40769231,1000.623077,113.6230769,108.8720769,5.716769231,3.369230769,2.076923077,113.8746154
8066,8066,55.11349731,24.03846154,1000.687692,113.5230769,108.5056923,5.629384615,3.353846154,2.069230769,112.8746154
8067,8067,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
8068,8068,52.0899515,22.96700787,997.3381732,114.7551181,106.1267402,5.332413386,3.338582677,2.078740157,123.4792126
8069,8069,52.08821858,22.96606299,997.1862362,114.7645669,106.2386142,5.337846457,3.338582677,2.078740157,123.6502362
8070,8070,52.0838863,22.96370079,996.8063937,114.788189,106.5182992,5.351429134,3.338582677,2.078740157,124.0777953
8071,8071,52.37463778,23.08484127,994.6789841,115.1515873,105.9627302,5.378448413,3.349206349,2.079365079,124.6045238
8072,8072,51.94841992,22.90831373,998.5764549,114.5639216,106.263498,5.312372549,3.333333333,2.078431373,123.0083529
8073,8073,51.80799406,22.85007813,999.8050625,114.3742188,106.3991875,5.292488281,3.328125,2.078125,122.5411719
8074,8074,51.72426391,22.81535464,1000.537631,114.2611068,106.4800935,5.280632112,3.325019486,2.077942323,122.2626111
8075,8075,58.47562829,25.45244003,973.3894955,118.1918941,106.8478081,5.273116625,3.488833747,2.082712986,122.8922167
8076,8076,57.98939182,25.2526574,977.2782502,117.5944399,107.2387572,5.215295176,3.471790679,2.081766149,121.5244726
8077,8077,58.24186508,25.36400986,975.8132293,117.756779,107.3092851,5.233996713,3.479046836,2.08874281,123.0599589
8078,8078,74.90664566,31.44913151,1003.372953,119.3498759,89.17617866,4.006367246,3.736972705,2,81.02290323
8079,8079,74.3994492,31.24723247,1006.039729,118.8905289,89.62238622,3.973783518,3.72201722,2,80.35464945
8080,8080,73.97161001,31.07692308,1008.289255,118.5030525,89.998779,3.946297924,3.709401709,2,79.79095238
8081,8081,81.11925443,35.01428571,738.4471429,154.4142857,79.14871429,9.527714286,4.421428571,2.142857143,223.5942857
8082,8082,80.78175886,34.88571429,738.5371429,154.2571429,79.19742857,9.495142857,4.414285714,2.142857143,223.8442857
8083,8083,80.10676771,34.62857143,738.7171429,153.9428571,79.29485714,9.43,4.4,2.142857143,224.3442857
8084,8084,79.43177657,34.37142857,738.8971429,153.6285714,79.39228571,9.364857143,4.385714286,2.142857143,224.8442857
8085,8085,78.75678543,34.11428571,739.0771429,153.3142857,79.48971429,9.299714286,4.371428571,2.142857143,225.3442857
8086,8086,81.07503104,34.99285714,738.265,154.4285714,78.51478571,9.562,4.421428571,2.15,222.2728571
8087,8087,80.69331207,34.84285714,738.1728571,154.2857143,77.92957143,9.563714286,4.414285714,2.157142857,221.2014286
8088,8088,80.31159311,34.69285714,738.0807143,154.1428571,77.34435714,9.565428571,4.407142857,2.164285714,220.13
8089,8089,79.92987414,34.54285714,737.9885714,154,76.75914286,9.567142857,4.4,2.171428571,219.0585714
8090,8090,79.54815518,34.39285714,737.8964286,153.8571429,76.17392857,9.568857143,4.392857143,2.178571429,217.9871429
8091,8091,79.16643621,34.24285714,737.8042857,153.7142857,75.58871429,9.570571429,4.385714286,2.185714286,216.9157143
8092,8092,81.11925443,35.01428571,738.4471429,154.4142857,79.14871429,9.527714286,4.421428571,2.142857143,223.5942857
8093,8093,80.78175886,34.88571429,738.5371429,154.2571429,79.19742857,9.495142857,4.414285714,2.142857143,223.8442857
8094,8094,80.10676771,34.62857143,738.7171429,153.9428571,79.29485714,9.43,4.4,2.142857143,224.3442857
8095,8095,79.43177657,34.37142857,738.8971429,153.6285714,79.39228571,9.364857143,4.385714286,2.142857143,224.8442857
8096,8096,78.75678543,34.11428571,739.0771429,153.3142857,79.48971429,9.299714286,4.371428571,2.142857143,225.3442857
8097,8097,81.45675,35.14285714,738.3571429,154.5714286,79.1,9.560285714,4.428571429,2.142857143,223.3442857
8098,8098,81.07503104,34.99285714,738.265,154.4285714,78.51478571,9.562,4.421428571,2.15,222.2728571
8099,8099,80.69331207,34.84285714,738.1728571,154.2857143,77.92957143,9.563714286,4.414285714,2.157142857,221.2014286
8100,8100,80.31159311,34.69285714,738.0807143,154.1428571,77.34435714,9.565428571,4.407142857,2.164285714,220.13
8101,8101,79.92987414,34.54285714,737.9885714,154,76.75914286,9.567142857,4.4,2.171428571,219.0585714
8102,8102,79.54815518,34.39285714,737.8964286,153.8571429,76.17392857,9.568857143,4.392857143,2.178571429,217.9871429
8103,8103,79.16643621,34.24285714,737.8042857,153.7142857,75.58871429,9.570571429,4.385714286,2.185714286,216.9157143
8104,8104,56.83527445,24.61928571,1011.349107,115.4042857,110.3056429,3.842642857,3.407142857,2.2775,152.5307143
8105,8105,56.86173183,24.64571429,1011.1575,115.3514286,110.3320714,3.850571429,3.407142857,2.290714286,151.6057143
8106,8106,56.91464659,24.69857143,1010.774286,115.2457143,110.3849286,3.866428571,3.407142857,2.317142857,149.7557143
8107,8107,56.96756134,24.75142857,1010.391071,115.14,110.4377857,3.882285714,3.407142857,2.343571429,147.9057143
8108,8108,57.01475559,24.79857143,1010.049286,115.0457143,110.4849286,3.896428571,3.407142857,2.367142857,146.2557143
8109,8109,57.07339086,24.85714286,1009.624643,114.9285714,110.5435,3.914,3.407142857,2.396428571,144.2057143
8110,8110,58.64255789,25.31578947,985.6631579,112,96.64421053,4.368421053,3.368421053,2.105263158,97.58421053
8111,8111,56.95534699,24.64714286,1011.518143,115.4914286,110.4019857,3.829857143,3.41,2.267142857,154.2071429
8112,8112,56.88208203,24.62,1011.529429,115.4742857,110.3406,3.832285714,3.408571429,2.265714286,153.8314286
8113,8113,51.22580087,22.60615385,1003.558,113.7084615,107.396,5.250538462,3.307692308,2.081538462,121.6515385
8114,8114,51.21586862,22.60153846,1003.525462,113.7165385,107.2593846,5.250653846,3.307692308,2.083846154,121.5592308
8115,8115,51.20593636,22.59692308,1003.492923,113.7246154,107.1227692,5.250769231,3.307692308,2.086153846,121.4669231
8116,8116,51.19600411,22.59230769,1003.460385,113.7326923,106.9861538,5.250884615,3.307692308,2.088461538,121.3746154
8117,8117,51.17613959,22.58307692,1003.395308,113.7488462,106.7129231,5.251115385,3.307692308,2.093076923,121.19
8118,8118,51.14634283,22.56923077,1003.297692,113.7730769,106.3030769,5.251461538,3.307692308,2.1,120.9130769
8119,8119,51.20123654,22.59807692,1003.704423,113.6923077,107.0767308,5.254346154,3.307692308,2.082692308,122.1073077
8120,8120,56.95534699,24.64714286,1011.518143,115.4914286,110.4019857,3.829857143,3.41,2.267142857,154.2071429
8121,8121,56.29596237,24.40285714,1011.619714,115.3371429,109.8495143,3.851714286,3.397142857,2.254285714,150.8257143
8122,8122,98.43268269,41.53625,736.174,149.37125,72.2336625,9.0727,4.5275,2.7775,171.4575
8123,8123,99.18890506,41.82875,735.703,149.57375,72.5908875,9.0604,4.5425,2.7925,172.77
8124,8124,100.5753128,42.365,734.8395,149.945,73.2458,9.03785,4.57,2.82,175.17625
8125,8125,101.4575722,42.70625,734.29,150.18125,73.6625625,9.0235,4.5875,2.8375,176.7075
8126,8126,97.046275,41,737.0375,149,71.57875,9.09525,4.5,2.75,169.05125
8127,8127,99.18890506,41.82875,735.703,149.57375,72.5908875,9.0604,4.5425,2.7925,172.77
8128,8128,100.5753128,42.365,734.8395,149.945,73.2458,9.03785,4.57,2.82,175.17625
8129,8129,101.4575722,42.70625,734.29,150.18125,73.6625625,9.0235,4.5875,2.8375,176.7075
8130,8130,102.7179428,43.19375,733.505,150.51875,74.2579375,9.003,4.6125,2.8625,178.895
8131,8131,103.7262393,43.58375,732.877,150.78875,74.7342375,8.9866,4.6325,2.8825,180.645
8132,8132,63.44327687,27.30625,1006.095625,112.05,115.57625,5.0914375,3.4375,2.68125,87.43625
8133,8133,50.409294,22.33333333,1005.829333,111.9066667,110.8786667,5.3784,3.28,2.08,125.152
8134,8134,51.10265133,22.6,1004.645333,112.08,111.1506667,5.3184,3.293333333,2.093333333,124.4853333
8135,8135,51.79600867,22.86666667,1003.461333,112.2533333,111.4226667,5.2584,3.306666667,2.106666667,123.8186667
8136,8136,51.24707615,22.61615385,1003.746769,113.6846154,107.5781538,5.245884615,3.307692308,2.076923077,121.6969231
8137,8137,51.24848692,22.61692308,1003.870462,113.6769231,107.4870769,5.241461538,3.307692308,2.076923077,121.5576923
8138,8138,51.24989769,22.61769231,1003.994154,113.6692308,107.396,5.237038462,3.307692308,2.076923077,121.4184615
8139,8139,56.72896239,24.56285714,1011.570714,115.4314286,110.1396857,3.841571429,3.405714286,2.265714286,153.1871429
8140,8140,56.64910771,24.53285714,1011.600714,115.4057143,110.0001571,3.848428571,3.404285714,2.267142857,152.9185714
8141,8141,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
8142,8142,56.80535093,24.59214286,1011.534429,115.4514286,110.2746429,3.837642857,3.407142857,2.264285714,153.5114286
8143,8143,56.80188479,24.59142857,1011.528143,115.4457143,110.2700714,3.840571429,3.407142857,2.264285714,153.5671429
8144,8144,56.79841864,24.59071429,1011.521857,115.44,110.2655,3.8435,3.407142857,2.264285714,153.6228571
8145,8145,56.79148636,24.58928571,1011.509286,115.4285714,110.2563571,3.849357143,3.407142857,2.264285714,153.7342857
8146,8146,56.78455407,24.58785714,1011.496714,115.4171429,110.2472143,3.855214286,3.407142857,2.264285714,153.8457143
8147,8147,56.81012707,24.59357143,1011.655571,115.45,110.1946429,3.830607143,3.407142857,2.264285714,153.3264286
8148,8148,56.81143707,24.59428571,1011.770429,115.4428571,110.1100714,3.8265,3.407142857,2.264285714,153.1971429
8149,8149,56.81405707,24.59571429,1012.000143,115.4285714,109.9409286,3.818285714,3.407142857,2.264285714,152.9385714
8150,8150,99.60707013,41.93506494,745.8376623,146.8441558,75.32519481,9.168571429,4.506493506,2.818181818,170.3649351
8151,8151,96.690448,40.84,746.9826667,146.8133333,74.90186667,9.1224,4.466666667,2.76,170.6413333
8152,8152,99.4305641,41.87179487,743.4717949,147.4358974,73.70474359,9.075,4.512820513,2.794871795,170.1679487
8153,8153,97.98471688,41.32467532,744.1584416,147.4025974,72.74896104,8.971688312,4.493506494,2.753246753,170.5337662
8154,8154,97.93847273,41.2987013,744.4779221,147.3506494,71.29181818,8.812467532,4.493506494,2.727272727,171.0012987
8155,8155,99.60707013,41.93506494,745.8376623,146.8441558,75.32519481,9.168571429,4.506493506,2.818181818,170.3649351
8156,8156,97.93847273,41.2987013,744.4779221,147.3506494,71.29181818,8.812467532,4.493506494,2.727272727,171.0012987
8157,8157,57.88636934,24.98642857,1010.847571,115.8228571,110.7378929,3.821357143,3.428571429,2.272142857,155.5628571
8158,8158,81.459894,35.14457143,738.6328,154.5542857,78.89702857,9.550428571,4.428571429,2.142857143,223.034
8159,8159,81.461466,35.14542857,738.7706286,154.5457143,78.79554286,9.5455,4.428571429,2.142857143,222.8788571
8160,8160,81.43595314,35.13857143,738.3194286,154.5371429,79.07257143,9.577857143,4.428571429,2.142857143,223.6785714
8161,8161,91.385775,38.4,714.5275,148.6,65.69875,8.08525,4.3,2.65,153.75125
8162,8162,98.23264865,41.27027027,730.3081081,150.2702703,66.19324324,8.497567568,4.486486486,2.783783784,154.2986486
8163,8163,91.385775,38.4,714.5275,148.6,65.69875,8.08525,4.3,2.65,153.75125
8164,8164,91.385775,38.4,714.5275,148.6,65.69875,8.08525,4.3,2.65,153.75125
8165,8165,97.046275,41,737.0375,149,71.57875,9.09525,4.5,2.75,169.05125
8166,8166,91.385775,38.4,714.5275,148.6,65.69875,8.08525,4.3,2.65,153.75125
8167,8167,58.54369134,25.32283465,1010.704987,109.5695538,104.558399,4.879874016,3.312335958,2.393700787,90.3607874
8168,8168,58.74000646,25.40276862,1009.309624,109.7705999,104.3902439,4.901367172,3.318391562,2.395517469,90.76201055
8169,8169,59.2244,25.6,1005.866667,110.2666667,103.9753333,4.9544,3.333333333,2.4,91.752
8170,8170,58.82469723,25.43725231,1008.707662,109.8573316,104.3177015,4.910639366,3.321003963,2.396301189,90.93509908
8171,8171,58.76819947,25.41424802,1009.109235,109.7994723,104.366095,4.904453826,3.319261214,2.395778364,90.81963061
8172,8172,81.45675,35.14285714,738.3571429,154.5714286,79.1,9.560285714,4.428571429,2.142857143,223.3442857
8173,8173,99.27993333,42,701.3266667,153.2666667,66.77333333,9.7228,4.6,2.8,181.294
8174,8174,98.2418724,41.6171875,702.7174479,152.7682292,65.30885417,9.820182292,4.5859375,2.807291667,185.3001302
8175,8175,99.21832533,41.976,701.4394667,153.2666667,65.95173333,9.7284,4.6,2.808,181.67
8176,8176,99.07457333,41.92,701.7026667,153.2666667,64.03466667,9.741466667,4.6,2.826666667,182.5473333
8177,8177,51.24566538,22.61538462,1003.623077,113.6923077,107.6692308,5.250307692,3.307692308,2.076923077,121.8361538
8178,8178,57.86573846,25.07692308,995.7461538,113.4615385,109.2384615,6.065692308,3.384615385,2.076923077,124.5284615
8179,8179,57.86573846,25.07692308,995.7461538,113.4615385,109.2384615,6.065692308,3.384615385,2.076923077,124.5284615
8180,8180,57.86573846,25.07692308,995.7461538,113.4615385,109.2384615,6.065692308,3.384615385,2.076923077,124.5284615
8181,8181,59.34999429,25.81714286,1008.800571,114.06,111.7714286,3.994857143,3.428571429,2.305714286,127.5342857
8182,8182,59.33231143,25.80857143,1008.837429,114.0728571,111.7714286,3.988,3.428571429,2.31,127.8128571
8183,8183,59.32641714,25.80571429,1008.849714,114.0771429,111.7714286,3.985714286,3.428571429,2.311428571,127.9057143
8184,8184,57.7289505,24.92745377,1012.659033,115.5021337,111.3271693,3.783024182,3.422475107,2.284495021,158.4270697
8185,8185,57.66967557,24.90340909,1013.085795,115.4318182,111.3693182,3.777965909,3.420454545,2.284090909,158.206875
8186,8186,57.700168,25.12,985.764,116.24,107.968,5.28344,3.44,2.08,110.1732
8187,8187,56.50290769,24.53846154,1001.992308,114.1538462,109.2384615,5.142615385,3.384615385,2.076923077,116.0669231
8188,8188,56.65616154,24.6,1002.697692,114.0076923,109.5157692,5.158,3.384615385,2.084615385,117.3361538
8189,8189,53.6208254,23.41269841,1016.393651,111.2539683,111.6912698,5.02015873,3.301587302,2.063492063,112.6880952
8190,8190,52.11005645,22.82258065,1023.942742,109.733871,112.9770161,4.955967742,3.258064516,2.056451613,110.9169355
